event_type,event,team,quarter,time_left_quarter,home_score,away_score,player,assist_by,shot_type,shot_distance,dreb,oreb,tov,tov_how,stl_by,foul,foul_type,block_by,foul_by,sub_in,violation_type,free_throw_type,ftm,fta,date,X2fgm,X2fga,X3fgm,X3fga,ast,blk,stl
foul,,DEN,2,06:35.0,47,34,N. Jokić,,,NA,NA,NA,NA,,,1,Shooting foul,,A. Davis,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,2,06:35.0,47,34,L. James,,,NA,NA,NA,NA,,,0,,,,T. Prince,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,2,06:35.0,47,34,C. Braun,,,NA,NA,NA,NA,,,0,,,,M. Porter,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_miss,,DEN,2,06:35.0,47,34,N. Jokić,,,NA,NA,NA,NA,,,0,,,,,,,0,1,2023-10-24,NA,NA,NA,NA,0,0,0
def_rebound,,LAL,2,06:32.0,47,34,C. Wood,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,2,06:14.0,47,34,A. Davis,,jump shot,15,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,DEN,2,06:10.0,47,34,N. Jokić,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,DEN,2,06:09.0,47,34,K. Caldwell-Pope,,,NA,NA,NA,NA,,,1,Shooting foul,,C. Reddish,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,DEN,2,06:09.0,48,34,K. Caldwell-Pope,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,DEN,2,06:09.0,49,34,K. Caldwell-Pope,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,2,05:56.0,49,36,T. Prince,A. Davis,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_made,,DEN,2,05:43.0,52,36,N. Jokić,A. Gordon,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
shot_made,,LAL,2,05:31.0,52,38,A. Reaves,,jump shot,20,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_made,,DEN,2,05:13.0,54,38,A. Gordon,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_missed,,LAL,2,05:02.0,54,38,A. Reaves,,jump shot,20,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,DEN,2,04:59.0,54,38,N. Jokić,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,2,04:46.0,54,38,A. Gordon,,layup,4,NA,NA,NA,,,0,,C. Reddish,,,,,NA,NA,2023-10-24,0,1,0,0,0,1,0
def_rebound,,LAL,2,04:44.0,54,38,A. Reaves,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,2,04:40.0,54,40,C. Wood,A. Reaves,dunk,2,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_missed,,DEN,2,04:19.0,54,40,N. Jokić,,jump shot,9,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,DEN,2,04:17.0,54,40,A. Gordon,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,2,04:14.0,54,40,R. Jackson,,jump shot,23,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,LAL,2,04:10.0,54,40,A. Reaves,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,LAL,2,04:06.0,54,40,A. Davis,,,NA,NA,NA,NA,,,1,Shooting foul,,N. Jokić,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,2,04:06.0,54,41,A. Davis,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,2,04:06.0,54,41,C. Reddish,,,NA,NA,NA,NA,,,0,,,,R. Hachimura,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,2,04:06.0,54,41,C. Wood,,,NA,NA,NA,NA,,,0,,,,D. Russell,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,2,04:06.0,54,41,R. Jackson,,,NA,NA,NA,NA,,,0,,,,J. Murray,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,2,04:06.0,54,42,A. Davis,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,2,03:53.0,54,42,K. Caldwell-Pope,,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
off_rebound,,DEN,2,03:52.0,54,42,Team,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,LAL,2,03:52.0,54,42,N. Jokić,,,NA,NA,NA,NA,,,1,Loose ball foul,,R. Hachimura,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,DEN,2,03:52.0,55,42,N. Jokić,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,DEN,2,03:52.0,56,42,N. Jokić,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,2,03:41.0,56,44,A. Davis,T. Prince,hook shot,6,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_missed,,DEN,2,03:22.0,56,44,K. Caldwell-Pope,,jump shot,14,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,2,03:22.0,56,44,A. Davis,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,LAL,2,03:11.0,56,44,A. Reaves,,,NA,NA,NA,NA,,,1,Shooting foul,,K. Caldwell-Pope,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,2,03:11.0,56,45,A. Reaves,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,2,03:11.0,56,46,A. Reaves,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,2,02:59.0,56,46,M. Porter,,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,LAL,2,02:55.0,56,46,T. Prince,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,2,02:46.0,56,48,A. Davis,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_missed,,DEN,2,02:36.0,56,48,M. Porter,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,DEN,2,02:33.0,56,48,M. Porter,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,2,02:33.0,58,48,M. Porter,,layup,0,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_missed,,LAL,2,02:17.0,58,48,T. Prince,,jump shot,25,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
off_rebound,,LAL,2,02:15.0,58,48,A. Reaves,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
turnover,,LAL,2,02:14.0,58,48,A. Reaves,,,NA,NA,NA,1,bad pass,M. Porter,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,1
shot_made,,DEN,2,02:07.0,60,48,J. Murray,M. Porter,layup,4,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
foul,,DEN,2,02:07.0,60,48,J. Murray,,,NA,NA,NA,NA,,,1,Shooting foul,,A. Davis,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
unknowntype1,LA Lakers full timeout,LAL,2,02:07.0,60,48,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,2,02:07.0,60,48,A. Davis,,,NA,NA,NA,NA,,,0,,,,L. James,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,DEN,2,02:07.0,61,48,J. Murray,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,2,01:54.0,61,48,L. James,,jump shot,11,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,LAL,2,01:52.0,61,48,R. Hachimura,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,2,01:50.0,61,48,R. Hachimura,,layup,2,NA,NA,NA,,,0,,A. Gordon,,,,,NA,NA,2023-10-24,0,1,0,0,0,1,0
off_rebound,,LAL,2,01:48.0,61,48,A. Reaves,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,2,01:42.0,61,48,R. Hachimura,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,DEN,2,01:40.0,61,48,N. Jokić,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,2,01:25.0,61,48,N. Jokić,,jump shot,6,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,2,01:22.0,61,48,L. James,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,2,01:16.0,61,48,A. Reaves,,layup,5,NA,NA,NA,,,0,,J. Murray,,,,,NA,NA,2023-10-24,0,1,0,0,0,1,0
def_rebound,,DEN,2,01:14.0,61,48,M. Porter,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,2,01:12.0,63,48,K. Caldwell-Pope,M. Porter,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_made,,LAL,2,00:58.0,63,50,R. Hachimura,D. Russell,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_missed,,DEN,2,00:46.0,63,50,N. Jokić,,jump shot,4,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,2,00:44.0,63,50,L. James,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,2,00:40.0,63,52,L. James,,layup,4,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_missed,,DEN,2,00:31.0,63,52,K. Caldwell-Pope,,layup,5,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,DEN,2,00:30.0,63,52,N. Jokić,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,2,00:29.0,63,52,N. Jokić,,layup,5,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,2,00:27.0,63,52,A. Reaves,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,2,00:24.0,63,54,D. Russell,A. Reaves,layup,2,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_missed,,DEN,2,00:04.0,63,54,A. Gordon,,jump shot,9,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,2,00:02.0,63,54,R. Hachimura,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
unknowntype1,End of 2nd quarter,LAL,2,00:00.0,,,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
unknowntype1,Start of 3rd quarter,LAL,3,12:00.0,,,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
turnover,,DEN,3,11:51.0,63,54,J. Murray,,,NA,NA,NA,1,bad pass,A. Reaves,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,1
shot_made,,LAL,3,11:46.0,63,56,A. Reaves,,dunk,0,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_missed,,DEN,3,11:26.0,63,56,A. Gordon,,jump shot,22,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,LAL,3,11:25.0,63,56,D. Russell,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,11:18.0,63,56,D. Russell,,jump shot,5,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,DEN,3,11:16.0,63,56,N. Jokić,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,3,11:09.0,63,56,M. Porter,,jump shot,24,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,LAL,3,11:05.0,63,56,L. James,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,3,11:03.0,63,58,T. Prince,L. James,layup,4,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
unknowntype1,Denver full timeout,DEN,3,11:03.0,63,58,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,3,10:50.0,65,58,J. Murray,N. Jokić,layup,4,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
foul,,DEN,3,10:50.0,65,58,J. Murray,,,NA,NA,NA,NA,,,1,Shooting foul,,L. James,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,DEN,3,10:50.0,66,58,J. Murray,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,10:37.0,66,58,D. Russell,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,DEN,3,10:36.0,66,58,N. Jokić,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,3,10:26.0,68,58,A. Gordon,N. Jokić,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_missed,,LAL,3,10:12.0,68,58,A. Davis,,layup,4,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,LAL,3,10:11.0,68,58,A. Reaves,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,10:10.0,68,58,A. Reaves,,jump shot,15,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,DEN,3,10:07.0,68,58,M. Porter,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,3,09:48.0,70,58,J. Murray,N. Jokić,jump shot,11,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_made,,LAL,3,09:34.0,70,61,T. Prince,A. Davis,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
shot_missed,,DEN,3,09:12.0,70,61,M. Porter,,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,LAL,3,09:10.0,70,61,A. Davis,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,LAL,3,09:00.0,70,61,D. Russell,,,NA,NA,NA,NA,,,1,Shooting foul,,K. Caldwell-Pope,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,3,09:00.0,70,62,D. Russell,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_miss,,LAL,3,09:00.0,70,62,D. Russell,,,NA,NA,NA,NA,,,0,,,,,,,0,1,2023-10-24,NA,NA,NA,NA,0,0,0
def_rebound,,DEN,3,08:58.0,70,62,A. Gordon,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,3,08:36.0,70,62,N. Jokić,,jump shot,20,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,DEN,3,08:36.0,70,62,Team,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
turnover,,DEN,3,08:36.0,70,62,Team,,,NA,NA,NA,1,shot clock,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,LAL,3,08:26.0,70,62,T. Prince,,,NA,NA,NA,NA,,,1,Shooting foul,,M. Porter,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,3,08:26.0,70,63,T. Prince,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,3,08:26.0,70,64,T. Prince,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,3,08:09.0,70,64,J. Murray,,layup,5,NA,NA,NA,,,0,,A. Davis,,,,,NA,NA,2023-10-24,0,1,0,0,0,1,0
off_rebound,,DEN,3,08:09.0,70,64,Team,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,3,08:06.0,70,64,N. Jokić,,jump shot,27,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
off_rebound,,DEN,3,08:02.0,70,64,K. Caldwell-Pope,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,3,08:00.0,73,64,J. Murray,K. Caldwell-Pope,jump shot,23,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
shot_made,,LAL,3,07:41.0,73,67,D. Russell,A. Reaves,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
shot_missed,,DEN,3,07:24.0,73,67,J. Murray,,jump shot,17,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,3,07:22.0,73,67,A. Davis,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,07:15.0,73,67,A. Davis,,layup,5,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,LAL,3,07:13.0,73,67,L. James,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,07:10.0,73,67,A. Reaves,,layup,4,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,DEN,3,07:09.0,73,67,M. Porter,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,3,07:05.0,75,67,A. Gordon,J. Murray,dunk,1,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
foul,,LAL,3,06:44.0,75,67,D. Russell,,,NA,NA,NA,NA,,,1,Personal foul,,J. Murray,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,3,06:44.0,75,67,L. James,,,NA,NA,NA,NA,,,0,,,,R. Hachimura,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,3,06:44.0,75,67,D. Russell,,,NA,NA,NA,NA,,,0,,,,G. Vincent,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,06:37.0,75,67,R. Hachimura,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,LAL,3,06:37.0,75,67,Team,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,06:33.0,75,67,A. Davis,,jump shot,20,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,LAL,3,06:30.0,75,67,G. Vincent,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,06:22.0,75,67,R. Hachimura,,jump shot,27,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,DEN,3,06:18.0,75,67,M. Porter,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,3,06:06.0,75,67,M. Porter,,jump shot,25,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,LAL,3,06:03.0,75,67,A. Davis,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,05:56.0,75,67,A. Davis,,layup,3,NA,NA,NA,,,0,,K. Caldwell-Pope,,,,,NA,NA,2023-10-24,0,1,0,0,0,1,0
off_rebound,,LAL,3,05:56.0,75,67,A. Davis,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,3,05:54.0,75,69,R. Hachimura,A. Davis,layup,0,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_made,,DEN,3,05:38.0,78,69,K. Caldwell-Pope,J. Murray,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
shot_missed,,LAL,3,05:09.0,78,69,R. Hachimura,,jump shot,40,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
off_rebound,,LAL,3,05:09.0,78,69,Team,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
turnover,,LAL,3,05:09.0,78,69,Team,,,NA,NA,NA,1,shot clock,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,3,05:09.0,78,69,J. Murray,,,NA,NA,NA,NA,,,0,,,,C. Braun,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,3,05:09.0,78,69,M. Porter,,,NA,NA,NA,NA,,,0,,,,R. Jackson,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,3,04:52.0,80,69,A. Gordon,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
unknowntype1,LA Lakers full timeout,LAL,3,04:52.0,80,69,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,3,04:52.0,80,69,T. Prince,,,NA,NA,NA,NA,,,0,,,,C. Reddish,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,3,04:38.0,80,69,G. Vincent,,jump shot,27,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,DEN,3,04:35.0,80,69,N. Jokić,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,DEN,3,04:28.0,80,69,A. Reaves,,,NA,NA,NA,NA,,,1,Offensive foul,,K. Caldwell-Pope,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
